Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
3209222b4ad2589d563048dd840339262c2d450c0d72d13e9d8e6e24803e0f73,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.309419,53.094863,On or near Parking Area,E01018386,Cheshire East 042A,Investigation complete; no suspect identified
56462fe6f4cf8b17bc771a186df695d9ad0d01427cae5a948adb6ab92d50f898,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.537996,53.192380,On or near PULFORD ROAD,E01018746,Cheshire West and Chester 038C,Unable to prosecute suspect
6e32eca460d6c034ea9e4ac1f5ac4d905ffc5d5d288faa815b223d33de700faf,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.881172,53.264136,On or near CHESHIRE OAKS WAY,E01018551,Cheshire West and Chester 011C,Unable to prosecute suspect
b22d31356e6274b53ac3336cfdcc7d358f6e712a3cb730aa1239232baf755737,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.942328,53.268280,On or near WHEATFIELD CLOSE,E01018560,Cheshire West and Chester 009E,Unable to prosecute suspect
0f6ba8e98efaf69d1dc113d9e5ddc613ed51d02b58542af8c26c22f8a51c8bf7,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.511971,53.261665,On or near TIMBER LANE,E01018714,Cheshire West and Chester 018B,Investigation complete; no suspect identified
900ddd2f237cd3177d55d00dbf343bda305737ca89a0453a48692b40ad000af6,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.397300,53.140113,On or near SANDY LANE,E01018441,Cheshire East 031B,Investigation complete; no suspect identified
743bd0a5b01bfcc8e4311e40402578cd75d0b476d426ef0b8631cc08849c5d3a,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.554438,53.382940,On or near GASKELL AVENUE,E01012508,Warrington 020E,Unable to prosecute suspect
f1c5cfadab9876bf1e4bbec06a08465a2b4a4e906bd583d517bc1f046f90354a,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.914730,53.196887,On or near GREYHOUND PARK ROAD,E01018330,Cheshire West and Chester 034D,Investigation complete; no suspect identified
a6cff0570ab580035193d8e24715d10ef2deb180cf23383ae46495ecb056ec55,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.442196,53.099801,On or near GLADSTONE STREET,E01018464,Cheshire East 039B,Investigation complete; no suspect identified
2a09627a2b574004ccfa403e796e2a98a6f5eca88bcb90d7ba5cb317fe86b89b,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.597567,53.385968,On or near WILSON PATTEN STREET,E01033300,Warrington 018F,Investigation complete; no suspect identified
7460bd07df9d3596030061d9ca73d6cab54e925bd6387715a855cffc62a8e30c,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.592065,53.389240,On or near HORROCKS LANE,E01033300,Warrington 018F,Investigation complete; no suspect identified
9773ecb4163fb92d20217d8894a0540b15a683fa0a71a02a4fc782f789a94b27,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.804659,53.338782,On or near CARLOW CLOSE,E01012401,Halton 008C,Investigation complete; no suspect identified
ab4d8b05e2b99808ab4c1c49fc1ef7308d44323a2eaf5c6d4a6b359044abc56c,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.108352,53.293439,On or near FIELD CLOSE,E01018575,Cheshire East 013A,Investigation complete; no suspect identified
ca267d0959ded2386a7797066617931b213400d1ca9cb813a44f9ff333447a1c,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.907819,53.288431,On or near SLACKSWOOD CLOSE,E01018563,Cheshire West and Chester 007D,Investigation complete; no suspect identified
840fb2a045132b6d82bbb38e9e437804a89f27a0252e4688ea253cc241378ab6,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.644507,53.404879,On or near MATLOCK CLOSE,E01012568,Warrington 009D,Investigation complete; no suspect identified
7f4571eac9aed95176757dd3e750c92bf292c08fd82172ccf131d29c9265b149,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.648525,53.392129,On or near Supermarket,E01012500,Warrington 015E,Investigation complete; no suspect identified
c28e3aef06e45e0f204de24d2969a6b99fd815040e5430db022a273dd6c5872c,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.496504,53.477764,On or near Park/Open Space,E01012476,Warrington 001C,Investigation complete; no suspect identified
616bbed4e6607a6aa5dfac52395ea5dbf61cd5e95cbea0f553580c7c1be6f711,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.734619,53.384628,On or near CLARENCE AVENUE,E01012393,Halton 001B,Investigation complete; no suspect identified
316b4d1f400cc237edf88fb5c6fd86807ad6f256e33b1142d70e0ae0948208c7,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.693341,53.268415,On or near Sports/Recreation Area,E01018698,Cheshire West and Chester 015E,Investigation complete; no suspect identified
be25e693201c3697158ac54f1c4fef592c14598e1b81b5061863f8ae861cf974,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.128668,53.264619,On or near NEW HALL STREET,E01018615,Cheshire East 017A,Further investigation is not in the public interest
d1dc4067bb2f4f84e455b1f2a1863562919a27f558597565c2800d082d6e4489,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.896800,53.278708,On or near Supermarket,E01018520,Cheshire West and Chester 007B,Investigation complete; no suspect identified
b838fe7b40845b47651dbd873d8c1b217645e484d0ddb2b345b9de9e72aaedc6,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.897131,53.282373,On or near Pedestrian Subway,E01018563,Cheshire West and Chester 007D,Unable to prosecute suspect
c27a8a380267681c8f974e753ce4fbf1c5f71f4b9e984dffb430c5fae2d0b119,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.728539,53.372791,On or near PARK AVENUE,E01012369,Halton 005A,Investigation complete; no suspect identified
4960068f4dc61bde59ed3c15ab829842ec1593d7bb9f399b5ec9a5f33a7c5dd3,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.507506,53.150418,On or near OVER ROAD,E01018480,Cheshire East 049B,Investigation complete; no suspect identified
236d611cfc6482ba39ef1bb47a3e12d0a1a4deef6df2dab31a692278e6b9d6ba,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.884326,53.274585,On or near TELFORD ROAD,E01018552,Cheshire West and Chester 011D,Unable to prosecute suspect
10cfb29e65dd2fa95acb1074a87febe6c47a71e2243a2609c59294c8bbe8bc85,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.892476,53.192795,On or near LITTLE ABBEY GATEWAY,E01018326,Cheshire West and Chester 034A,Further investigation is not in the public interest
e51ec16923630ebc2879119411480a8c0fda5d1475ac3853069d5b739746c143,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.856405,53.193635,On or near Petrol Station,E01018381,Cheshire West and Chester 036C,Investigation complete; no suspect identified
5b76b1dd5be7d046e555e126262acacfa7b6473936988de2e0313a2910df74eb,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.440806,53.111303,On or near B5076,E01018476,Cheshire East 035B,Unable to prosecute suspect
2879011b6c14674cec7a62aa85fd6d284f595c5a376e1843ab73b36099c54a34,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.510897,53.426667,On or near Sports/Recreation Area,E01012460,Warrington 004A,Unable to prosecute suspect
a59c136b39d2c9bba3958592f8cce6cfb740637be2ce4acb5c6773c129db69c5,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.543184,53.184878,On or near BOWLAND RISE,E01018739,Cheshire West and Chester 040C,Unable to prosecute suspect
fd20dd831c1bbebf0059c727f9a605ef47d4044b3ca07932df7d838791019967,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.407409,53.050440,On or near CHILTERN CLOSE,E01018515,Cheshire East 049C,Unable to prosecute suspect
fd7845e9ac71243661669b673f9a6d20365e5c2b25734755252823d7c6dfd10f,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.511065,53.234747,On or near FULTON GROVE,E01018683,Cheshire West and Chester 026D,Investigation complete; no suspect identified
fb3eb5139b4b973d5b3f2771efac8799b10fb782d98177eb9c34e1355f6fd2d3,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.571730,53.405645,On or near SEALAND CLOSE,E01012546,Warrington 008F,Investigation complete; no suspect identified
969dc0dbe362ff594363ca1e2b369dab8822ecab2bc8d0b2269c4ffe1d25801c,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.628686,53.392828,On or near ROSEMARY CLOSE,E01012498,Warrington 016D,Investigation complete; no suspect identified
bd1c97da052ac36a9741308f8a8ea073ecbd526716dbba49e65a0b66ed5539b0,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.892175,53.277035,On or near GIRTON CLOSE,E01018552,Cheshire West and Chester 011D,Investigation complete; no suspect identified
95d6316ae250e08f2d9d539e29aa1137b6c4d91373bfb10800e0c83f1d277793,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.876944,53.214305,On or near PECKFORTON WAY,E01018378,Cheshire West and Chester 027C,Unable to prosecute suspect
bb8c7b2e61c938bf2a5c1e9d91f0af44a3367acadd11cab6518d97f435aa4125,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.719947,53.362434,On or near MULBERRY AVENUE,E01012441,Halton 007D,Suspect charged
ed0e19fa4b911c6dcf12b69c853ef5e749aaf48d9b10b65a684ed8491f6ca01f,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.584572,53.398778,On or near MARSH HOUSE LANE,E01033303,Warrington 017G,Investigation complete; no suspect identified
025d37c1a6b2a9fde4cbd1d79ba2daad23ab2f522fee611db8ed54ef5171ad78,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.439411,53.088836,On or near LONGFORD STREET,E01018447,Cheshire East 045C,Unable to prosecute suspect
08c9a682686f14954b13c139c19a863f863cf8a9ad4192d62b319a7206134d8f,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.557742,53.396534,On or near LARKFIELD AVENUE,E01012550,Warrington 012E,Investigation complete; no suspect identified
c9331c77aae8e98f655bf7130492e01cda9c4b5b6b7c57007f87b30e41e0d9fa,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.660084,53.429728,On or near FAIRCLOUGH STREET,E01012469,Warrington 003C,Investigation complete; no suspect identified
40417d9c87f363bf1c5d86203f8f9777cd43e764b8766750e45deda31fbbcfe4,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.729004,53.342837,On or near DOVER STREET,E01012430,Halton 012E,Offender given penalty notice
64e1807b27d245ff018a83262622e79ffc37cdbf2b13697a06cd1a9a08c3631f,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.624464,53.399250,On or near CAVENDISH CLOSE,E01012570,Warrington 010F,Investigation complete; no suspect identified
aa606e654c9f4365d1a338c3f53dc16a4f40ccb18bb72d2b38276e4594104697,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.441708,53.113385,On or near STONELEY AVENUE,E01018479,Cheshire East 035E,Investigation complete; no suspect identified
1462c65b334f42d2eef56d0f1ee0ce403bca41491045ffc7e4bcdfcb014828a6,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.143738,53.260862,On or near FIELDBANK ROAD,E01018616,Cheshire East 017B,Investigation complete; no suspect identified
6f9e719e237be9bfaf400fc6e2c4739da9f7cbdd7d0ddc97748159339a8c2b4c,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.737436,53.334444,On or near GREENWAY ROAD,E01012428,Halton 012C,Unable to prosecute suspect
002faec586d575ef46f04b1ec9d4f011c38f7c9887cf05c70d287fae09ca894b,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.385761,53.060194,On or near CHADWELL COURT,E01018465,Cheshire East 041A,Investigation complete; no suspect identified
f6ebad732069653cb68fc7126b4af75c426ec1ce9b35fe1d45db7beef94011e0,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.920333,53.272515,On or near WYCLIFFE ROAD,E01018540,Cheshire West and Chester 010D,Unable to prosecute suspect
bb731248c3f8ed6c9dd1637a8ddd007fe49d5b96f43f37827e0c3d9aad34a60e,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.920333,53.272515,On or near WYCLIFFE ROAD,E01018540,Cheshire West and Chester 010D,Unable to prosecute suspect
7fa39fcbffc122ee824987ae7e5e4ffbb5a790bbbe572087cce35e99d8b6fa61,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.887293,53.183890,On or near Petrol Station,E01018342,Cheshire West and Chester 043F,Investigation complete; no suspect identified
96a76c08e384ecd452dcf45d331ebc83555400bfeaf8cdd06858d1debd9b249d,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.192189,53.260938,On or near ROUGH HEYS LANE,E01018597,Cheshire East 020B,Investigation complete; no suspect identified
ddb68a179708c592f1fab66c2327fdf0a29f6758a3be588f88c5f656e1759e60,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.406198,53.293901,On or near Park/Open Space,E01018648,Cheshire East 007C,Investigation complete; no suspect identified
f1ad34e73aeb760336f5a3bf00c9b6e8ab798f7aa38a8b3654452cfc981df2c9,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.898082,53.196052,On or near GARDEN LANE,E01018328,Cheshire West and Chester 034B,Investigation complete; no suspect identified
1fce00785ec4f405f7dd17752850d10a30263173cbeec6c2a6e988a476e6a3ad,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.113994,53.288382,On or near CROSSFIELD ROAD,E01018579,Cheshire East 013E,Unable to prosecute suspect
c87646ed581d09ae29ed096109770103b54bbf4c597de80dda7e191fb48ee366,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.579724,53.406092,On or near ST MARGARET'S AVENUE,E01012524,Warrington 011E,Unable to prosecute suspect
217646b5956c790f5c0676b42c77a421d8245f7b75ad9cc92fb31ae5757f2fdc,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.579724,53.406092,On or near ST MARGARET'S AVENUE,E01012524,Warrington 011E,Unable to prosecute suspect
0bea7619a32142ef13d304a96edf704d8004f858cadd89df837d8b3b9ab39352,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.525960,53.263060,On or near Petrol Station,E01018713,Cheshire West and Chester 018A,Investigation complete; no suspect identified
f1a11c5d8af22e24f9ecd63512f10374a69159e8be859f461e22633f0f5ddf53,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.211507,53.165650,On or near Supermarket,E01018402,Cheshire East 027C,Investigation complete; no suspect identified
72d8521955d4db32f7ff798cf103f00a8c98651c8894bb7fc088693b92b32133,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.545726,53.398827,On or near Supermarket,E01012556,Warrington 014E,Investigation complete; no suspect identified
2142459f42eb85a56ddfa25eab244f63d090890c1eb640059c77ae71a3bf31e4,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.871836,53.192822,On or near SPITAL WALK,E01032931,Cheshire West and Chester 033F,Unable to prosecute suspect
c0dac48242613b7c723ec726adcb96547a26052d3d5b149b8e1d85bda3ffeafa,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.558275,53.387785,On or near BRYANT AVENUE,E01012506,Warrington 020C,Unable to prosecute suspect
68622cfd3eee8d57c13596d81e26578fee3b205dfd588216ea7dc250dd7464ea,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.890477,53.198168,On or near Parking Area,E01018327,Cheshire West and Chester 033B,Investigation complete; no suspect identified
ce1c922a89762372591085a3368423986b9b97be0ccbeb8a0a0e09f60f510799,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.609580,53.390177,On or near MANLEY GARDENS,E01033302,Warrington 018G,Unable to prosecute suspect
b51982a5dcab3d38529414726cb9159dc74f572941632c562cd588fe4a9fadaf,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.434065,53.110995,On or near REMER STREET,E01018478,Cheshire East 035D,Unable to prosecute suspect
9e80d412f16d3ab903b36c3fafe9bd13776d3194ed94815d4b46f3d14fb2da41,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.904300,53.172157,On or near Supermarket,E01018334,Cheshire West and Chester 043C,Investigation complete; no suspect identified
62b039c3c9f55614368b17f1032270c2ffbe11349968e7c5eb420c0efa28f79c,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.609580,53.390177,On or near MANLEY GARDENS,E01033302,Warrington 018G,Unable to prosecute suspect
251cc71e5dedba642ef0cef4a5c8076ef310b2f3faac66c0e847e1a665df3731,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.736270,53.361786,On or near MOOR LANE,E01012441,Halton 007D,Unable to prosecute suspect
aee5eb1fcfc81e42f2fd0d5dcdb694d99b2a2e232d639e96dd61cb3a7e2c67e0,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.462873,53.093457,On or near DODDINGTON ROAD,E01018498,Cheshire East 039E,Investigation complete; no suspect identified
484b407a381d1d53cfc0788fafada95f558d47b24658c43fad3a43af346e02e9,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.526509,53.403965,On or near HARDWICK GRANGE,E01012555,Warrington 014D,Investigation complete; no suspect identified
59c8e69196666bf5ada6989319dc281f85d279d9a15744723d8be668316d5159,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.883743,53.271740,On or near LUDLOW DRIVE,E01018550,Cheshire West and Chester 011B,Unable to prosecute suspect
244c3ad5e799f6f01cb43df8be3624bceb64ee84891c9d5dbaba82cb4ccb9c83,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.678517,53.183437,On or near NORTH BROOK ROAD,E01018707,Cheshire West and Chester 045A,Investigation complete; no suspect identified
df407209328ae31dd7fa8655fd8931a5844be8da8bffb1632f82b3bc393f3ed4,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.771659,53.351881,On or near Supermarket,E01012391,Halton 008B,Investigation complete; no suspect identified
7b59305bf097518870a761b61d41a5fcc5cbb119232eae072559b9bddc337290,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.531456,53.068944,On or near LAMBERT CRESCENT,E01033372,Cheshire East 050E,Investigation complete; no suspect identified
69de1b2c1961eda179f151a4f2f0e5471fca2d513ed741cca5367c92b384765d,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.664344,53.313911,On or near CHESTER ROAD,E01012385,Halton 009A,Investigation complete; no suspect identified
d7fd68540341334eb4ec588e5e1a0382069a3a8d86fd00d4dde7d1e6b0176567,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.726046,53.365858,On or near Parking Area,E01012367,Halton 007A,Investigation complete; no suspect identified
4dc8c4782703e5b873743221df7c0cd30db0bfe24fc968021e2c737147896e5c,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.541187,53.272178,On or near BRACKEN WAY,E01018673,Cheshire West and Chester 012C,Unable to prosecute suspect
55634d339ea2885412c05ccd72aabedec01d09e84e2df2702dff232b0deae81b,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.229600,53.338084,On or near PARK CRESCENT,E01018613,Cheshire East 005D,Investigation complete; no suspect identified
121bf607e119d178076c2b0e6660920c517a2ec7ffe7b88c1fc2948aca409ffc,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.578511,53.415347,On or near MALLARD CLOSE,E01012534,Warrington 006B,Investigation complete; no suspect identified
5ebd0fde0c10a8fb3d11c0be6b17b61dc683269fca5735378f4c5c1eede684f8,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.586587,53.387829,On or near HALL STREET,E01012480,Warrington 017B,Investigation complete; no suspect identified
b3c7f31cbceb7b3102b2dfec523b3c0b603021615315824354a755d97781a6e2,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.572559,53.413551,On or near MEDWAY CLOSE,E01012533,Warrington 008C,Unable to prosecute suspect
1957104808378c30c4c25256bbe5e4ba748ed32a8e466cd340939ec31a1b25e0,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.694584,53.345038,On or near ARKWRIGHT COURT,E01012382,Halton 010B,Investigation complete; no suspect identified
733ed81f7f38ad65ff01bf31552e1e020ccb37bf30299c10f96ede90f2fdc193,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.499936,53.261985,On or near STATION ROAD,E01018714,Cheshire West and Chester 018B,Unable to prosecute suspect
73740c74738aa51210b58ce192bc9ac82d67bc89c0fc5f8037fae43ba5ad274e,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.440777,53.085172,On or near NEVILLE STREET,E01018447,Cheshire East 045C,Unable to prosecute suspect
a3ac6a13fa20e534816d09f9fee495d869d8d1c46581be3b3bcc540dd78a6559,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.536339,53.181942,On or near BLENHEIM GARDENS,E01018741,Cheshire West and Chester 040D,Investigation complete; no suspect identified
62830ce8d53cbd51136e7ded4a2989f3de4bd81f2e107c3f9bd5c516cfa8bf95,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.667448,53.319512,On or near SPINNAKER CLOSE,E01012438,Halton 014D,Investigation complete; no suspect identified
c773698bf5136bcd56acecd491a01b4ed82443ff99fe72972a7b054661867a5e,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.195100,53.169309,On or near WILLIAM STREET,E01018395,Cheshire East 026A,Unable to prosecute suspect
a060402e6f3e7b37fa3f1980cc7d76afa54b252c35c0f574a452d3a319844bd2,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.732476,53.371895,On or near BIRCHFIELD ROAD,E01012426,Halton 005D,Unable to prosecute suspect
ba562f5ee0b2423747f3a7b12b2c6ebe327bf25db5de40cd479f873414e6f981,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.745971,53.328737,On or near SANDY LANE,E01012417,Halton 012B,Unable to prosecute suspect
54bcb191aecc7934dea6c35d509a263c0b2ee77da493ae62db3820c40d47e03e,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.888977,53.190799,On or near EASTGATE STREET,E01018326,Cheshire West and Chester 034A,Suspect charged
bc38d6ac19d6e602ffdc56f4ef4edce5a00c2f029ebf40a0700c50ac25526fdb,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.516090,53.070693,On or near BARONIA PLACE,E01018451,Cheshire East 047A,Investigation complete; no suspect identified
c341cb3f3955e2d757b7f0564989ca6436f05ffe6331f02f6518bb8d16e5f269,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.138660,53.271430,On or near CARTMEL CLOSE,E01018617,Cheshire East 017C,Unable to prosecute suspect
635dafa541ed08c2a7adf61bfc1d8c4d67a9cb4bf5fcba044066fb1a026c96c4,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.597717,53.420250,On or near POPLARS AVENUE,E01012539,Warrington 006E,Investigation complete; no suspect identified
542bcc419295e2efb36bc98e65a53b68e1b967295a4722b0d7bf9b836a155c58,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.339277,53.226488,On or near BANK VIEW,E01018412,Cheshire East 022C,Investigation complete; no suspect identified
7fd9c58b274af21c41d88a2ce64498b7962a5c0516af5ee5919ee88a2c6c7e05,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.596920,53.389126,On or near REGENT STREET,E01033300,Warrington 018F,Investigation complete; no suspect identified
fa90b465b3e57d2212b36332528d83d28353dddc4e25e3a6c8701405447a3625,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.375020,53.303927,On or near PRINCESS STREET,E01018606,Cheshire East 010C,Investigation complete; no suspect identified
76bd1997abbdd822be036c323f87174e578dec7d7f0cae3f4469409d34ef01c4,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.856763,53.181524,On or near STRAWBERRY FIELDS,E01018322,Cheshire West and Chester 041C,Unable to prosecute suspect
3bb8949ba07081b6d4165c906d2cfc792e0f2aaa141df2b8a367bb3012fe2096,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.441059,53.175466,On or near ASHTON CLOSE,E01018419,Cheshire East 025A,Suspect charged
e77c8250419d69bd86f90a3c0ff28a32afae8d12fedd7843779069d655682a5f,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.443496,53.108533,On or near LIME STREET,E01018476,Cheshire East 035B,Suspect charged
91d6b4184910d7dd4c0d9321e7afbd722b8b877b28b8ccddab6bae04a3b68096,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.441059,53.175466,On or near ASHTON CLOSE,E01018419,Cheshire East 025A,Suspect charged
8c94773b724d7e8c9bdcfc34fea593fda13d411a6b084b33755522e1fe50a8bc,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.441059,53.175466,On or near ASHTON CLOSE,E01018419,Cheshire East 025A,Suspect charged
a1e0a08fecedba1b9d76bad6385fb60187bb459ff44cf1603e91629199272b33,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.041854,53.208851,On or near Parking Area,E01018670,Cheshire East 020D,Unable to prosecute suspect
982e3051f806df0a24d31727d5ecf2301e25e8fb8e40a68ebe1df259998b989e,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.134867,53.295398,On or near ASHTREE CLOSE,E01018668,Cheshire East 011C,Investigation complete; no suspect identified
0af38523cacac14337e4cf820f860f7de2f6bf459883c4f93023d3dc8742d28d,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.190520,53.155357,On or near MANOR CLOSE,E01018404,Cheshire East 029A,Investigation complete; no suspect identified
95cff84814ed190886f873bc3f50ce65b5320a2beee28ae4228d5c7a67eb6919,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.651280,53.394325,On or near WILMOT AVENUE,E01012492,Warrington 015B,Investigation complete; no suspect identified
47607ec14382b749b2db6b336f41322389f96b7d822752ac5b3c4049f0de5a94,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.479654,53.062261,On or near BODEN DRIVE,E01018508,Cheshire East 048D,Investigation complete; no suspect identified
2707023640a3fb66d3328806b9afcb75dd653246abd53277397fd19cbcb9a195,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.238050,53.326320,On or near Petrol Station,E01018601,Cheshire East 006B,Investigation complete; no suspect identified
f7dc87e96359cff2abc932c2a1a3f41d0db83e645069339ad2a3ced3787ed5a8,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.560991,53.383979,On or near KINGSWAY SOUTH,E01012508,Warrington 020E,Investigation complete; no suspect identified
431c51f9cdfeb2672aa7a0f9723aac6fda3624bd6ab313684251a87bc4126cb4,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.295345,53.096049,On or near BAILEY COURT,E01018389,Cheshire East 040C,Investigation complete; no suspect identified
edec2790878748f08295d1f563c50d0050603b1250f27b4a418a56c8559c6cb7,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.443496,53.108533,On or near LIME STREET,E01018476,Cheshire East 035B,Suspect charged
8cf38c05c35363c52f45b0569f5f6e10d04379172af7aa83bc2f436d2b8925a5,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.444272,53.101249,On or near MEREDITH STREET,E01018462,Cheshire East 039A,Unable to prosecute suspect
8d3512d2bf2e6c165c0ae9a22522d56da7c60fa050522abed61027627272c978,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.202357,53.157072,On or near CANAL ROAD,E01018405,Cheshire East 029B,Investigation complete; no suspect identified
7298a09dea12cfb95452c6b9db6b3a8b1141da504525df7275af736acf37bad2,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.427818,53.097238,On or near Supermarket,E01018501,Cheshire East 038C,Investigation complete; no suspect identified
b4cbda46d8a48e68cb6ec687bf3def096356d79472c1f72efd308392c6050ce6,2020-08,Cheshire Constabulary,Cheshire Constabulary,-2.643275,53.400993,On or near UNION SQUARE,E01012569,Warrington 010E,Investigation complete; no suspect identified
